tokens,tags,polarities
"['some', 'areas', 'felt', 'hidden', 'from', 'view']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['turnstiles', 'were', 'efficient', 'and', 'quick']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['a', 'bit', 'messy', 'near', 'exit']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['a', 'few', 'streaks', 'on', 'the', 'windows']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 1]"
"['strong', 'chemical', 'smell', 'was', 'unpleasant']","[0, 0, 1, 0, 0]","[-1, -1, 0, -1, -1]"
"['unacceptable', 'wait', 'for', 'customer', 'support']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['very', 'soothing', 'ride', 'to', 'work']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['train', 'was', 'clean', 'but', 'a', 'bit', 'worn']","[1, 0, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1, -1]"
"['air', 'quality', 'felt', 'a', 'bit', 'stifling']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['clear', 'signs', 'to', 'all', 'facilities']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['train', 'had', 'a', 'noticeable', 'rattle']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['very', 'few', 'places', 'to', 'sit']","[0, 0, 1, 2, 2]","[-1, -1, 0, 0, 0]"
"['cctv', 'coverage', 'was', 'very', 'extensive']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['overall', 'ride', 'was', 'exceptionally', 'smooth']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['no', 'assistance', 'with', 'bulky', 'items']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['another', 'escalator', 'was', 'not', 'working']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['felt', 'very', 'safe', 'on', 'platform']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['good', 'soundproofing', 'from', 'external', 'noise']","[0, 1, 0, 0, 0]","[0, 2, -1, -1, -1]"
"['numerous', 'security', 'staff', 'patrolling', 'area']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['not', 'enough', 'bins', 'around', 'station']","[0, 0, 1, 0, 0]","[-1, -1, 0, -1, -1]"
"['toilet', 'bins', 'were', 'full', 'again']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['overall', 'a', 'remarkably', 'calm', 'journey']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['excellent', 'response', 'to', 'my', 'inquiry']","[0, 1, 0, 0, 0]","[0, 2, -1, -1, -1]"
"['poor', 'lighting', 'in', 'underpass', 'area']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['platform', 'doors', 'were', 'a', 'great', 'addition']","[1, 2, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1]"
"['helpful', 'platform', 'staff', 'during', 'peak', 'hour']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['floor', 'was', 'wet', 'no', 'warning']","[1, 0, 2, 0, 2]","[0, -1, 0, -1, 0]"
"['train', 'had', 'a', 'very', 'old', 'musty', 'smell']","[0, 0, 0, 0, 0, 0, 2]","[-1, -1, -1, -1, -1, -1, 0]"
"['feedback', 'form', 'was', 'too', 'complicated']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['good', 'lighting', 'in', 'all', 'areas']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['not', 'many', 'trash', 'cans', 'visible']","[0, 0, 1, 2, 0]","[-1, -1, 0, 0, -1]"
"['no', 'bad', 'odor', 'or', 'unclean', 'spots']","[0, 0, 1, 0, 1, 2]","[-1, -1, -1, -1, 1, 1]"
"['no', 'bad', 'odor', 'or', 'unclean', 'spots']","[0, 0, 1, 0, 1, 2]","[-1, -1, 1, -1, -1, -1]"
"['a', 'very', 'well', 'maintained', 'and', 'orderly', 'space']","[0, 0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, -1, 2]"
"['staff', 'enforced', 'safety', 'rules', 'politely']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['impeccable', 'seat', 'conditions', 'were', 'observed']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['rubbish', 'was', 'not', 'seen', 'anywhere']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['no', 'shelter', 'from', 'rain', 'waiting']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['friendly', 'guards', 'always', 'greet', 'passengers']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['signage', 'was', 'visible', 'and', 'standard']","[1, 0, 0, 0, 0]","[1, -1, -1, -1, -1]"
"['slippery', 'floor', 'when', 'it', 'rains']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['no', 'streaks', 'on', 'any', 'windows']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['pristine', 'platforms', 'were', 'a', 'delight']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['no', 'follow', 'up', 'on', 'my', 'submitted', 'complaint']","[0, 1, 2, 0, 0, 1, 2]","[-1, -1, -1, -1, -1, 0, 0]"
"['no', 'follow', 'up', 'on', 'my', 'submitted', 'complaint']","[0, 1, 2, 0, 0, 1, 2]","[-1, 0, 0, -1, -1, -1, -1]"
"['staff', 'were', 'always', 'smiling', 'politely']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['the', 'carriage', 'was', 'pleasantly', 'warm']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['impressed', 'with', 'the', 'clean', 'environment']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['parking', 'facility', 'was', 'well', 'lit']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['website', 'lacked', 'crucial', 'service', 'updates']","[1, 0, 0, 1, 2]","[0, -1, -1, -1, -1]"
"['website', 'lacked', 'crucial', 'service', 'updates']","[1, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['mind', 'the', 'platform', 'gap', 'always']","[0, 0, 1, 2, 0]","[-1, -1, 1, 1, -1]"
"['escalator', 'handrail', 'was', 'moving', 'erratically']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['no', 'rubbish', 'piled', 'up', 'anywhere']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['well', 'padded', 'and', 'wide', 'enough', 'seats']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 2]"
"['anti', 'skid', 'flooring', 'was', 'effective']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['no', 'lingering', 'odors', 'in', 'train']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['no', 'one', 'answered', 'the', 'helpline']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['restroom', 'condition', 'was', 'quite', 'appalling']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['train', 'was', 'clean', 'enough', 'for', 'commute']","[1, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1]"
"['service', 'level', 'was', 'far', 'above', 'average']","[1, 2, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1]"
"['no', 'visible', 'dirt', 'on', 'the', 'ceiling']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 2]"
"['difficult', 'to', 'communicate', 'with', 'attendant']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['felt', 'slightly', 'too', 'chilly', 'inside']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['complaint', 'response', 'was', 'swift', 'effective']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['windows', 'were', 'covered', 'in', 'grime']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['train', 'was', 'clean', 'but', 'showed', 'its', 'age']","[1, 0, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1, -1]"
"['seat', 'cleanliness', 'was', 'neither', 'good', 'nor', 'bad']","[1, 2, 0, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1, -1]"
"['a', 'very', 'unclean', 'window', 'view']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['no', 'dirt', 'in', 'window', 'tracks']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['courtesy', 'from', 'all', 'service', 'personnel']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['customer', 'care', 'team', 'was', 'unreachable']","[1, 2, 2, 0, 0]","[0, 0, 0, -1, -1]"
"['handrails', 'were', 'solid', 'and', 'dependable']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['windows', 'were', 'covered', 'in', 'thick', 'dust']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['very', 'jarring', 'ride', 'this', 'afternoon']","[0, 0, 1, 0, 0]","[-1, -1, 0, -1, -1]"
"['signage', 'for', 'information', 'desk', 'was', 'bad']","[1, 0, 2, 2, 0, 0]","[0, -1, 0, 0, -1, -1]"
"['too', 'noisy', 'to', 'read', 'comfortably']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['unlit', 'exit', 'route', 'was', 'a', 'hazard']","[0, 1, 2, 0, 0, 0]","[-1, 0, 0, -1, -1, -1]"
"['some', 'dried', 'food', 'on', 'seat', 'edge']","[0, 0, 2, 0, 1, 2]","[-1, -1, 0, -1, 0, 0]"
"['a', 'lot', 'of', 'dust', 'accumulated']","[0, 0, 0, 1, 0]","[-1, -1, -1, 0, -1]"
"['exceptional', 'service', 'from', 'the', 'conductor']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['felt', 'completely', 'unseen', 'by', 'staff']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['overall', 'commute', 'comfort', 'was', 'very', 'high']","[1, 2, 2, 0, 0, 0]","[2, 2, 2, -1, -1, -1]"
"['air', 'was', 'fresh', 'not', 'stuffy']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['no', 'lingering', 'bad', 'smells', 'anywhere']","[0, 1, 2, 2, 0]","[-1, 2, 2, 2, -1]"
"['quiet', 'and', 'very', 'smooth', 'travel']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['station', 'directory', 'was', 'hard', 'to', 'read']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['ticket', 'machines', 'were', 'there']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['train', 'jerks', 'quite', 'often', '.']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['enjoyed', 'the', 'serene', 'and', 'quiet', 'ride']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 2]"
"['felt', 'the', 'train', 'was', 'too', 'fast', 'safely']","[0, 0, 1, 0, 0, 0, 0]","[-1, -1, 1, -1, -1, -1, -1]"
"['shops', 'offered', 'a', 'good', 'variety']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['exceptional', 'level', 'of', 'customer', 'attention']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['felt', 'uneasy', 'with', 'few', 'staff']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['wifi', 'was', 'surprisingly', 'fast', 'and', 'stable']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['toilet', 'smell', 'was', 'quite', 'noticeable']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['generous', 'overhead', 'storage', 'space', 'seen']","[0, 1, 2, 2, 0]","[-1, 2, 2, 2, -1]"
"['station', 'floor', 'looked', 'average', 'overall']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['ticket', 'barriers', 'were', 'quick', 'efficient']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['space', 'inside', 'felt', 'neutral']","[1, 0, 0, 0]","[1, -1, -1, -1]"
"['cabin', 'air', 'was', 'perfectly', 'temperate', 'always']","[1, 2, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1]"
"['overall', 'a', 'very', 'bumpy', 'commute']","[1, 0, 0, 0, 2]","[0, -1, -1, -1, 0]"
"['temperature', 'inside', 'was', 'moderate']","[1, 0, 0, 0]","[1, -1, -1, -1]"
"['serene', 'and', 'undisturbed', 'travel', 'time']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['feedback', 'system', 'is', 'not', 'user-friendly']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['platform', 'edges', 'are', 'clearly', 'marked']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['puddle', 'on', 'floor', 'no', 'signage']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['visible', 'grime', 'on', 'door', 'handles']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['good', 'clearance', 'between', 'train', 'and', 'platform']","[0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1]"
"['some', 'blind', 'spots', 'in', 'station']","[0, 1, 2, 0, 0]","[-1, 1, 1, -1, -1]"
"['all', 'safety', 'equipment', 'was', 'regularly', 'checked']","[0, 1, 2, 0, 0, 0]","[1, 1, 1, -1, -1, -1]"
"['guards', 'were', 'quick', 'to', 'respond']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['safety', 'procedures', 'were', 'clearly', 'posted']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['staff', 'provided', 'excellent', 'travel', 'advice']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['platform', 'edge', 'doors', 'are', 'excellent']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['no', 'unpleasant', 'smell', 'on', 'train']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['comfort', 'level', 'was', 'average']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['ambient', 'noise', 'levels', 'were', 'low']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['service', 'has', 'improved', 'a', 'lot']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['dim', 'platform', 'lighting', 'felt', 'unsafe']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['seats', 'need', 'better', 'headrest', 'design']","[1, 0, 0, 2, 2]","[0, -1, -1, 0, 0]"
"['smelled', 'strongly', 'of', 'something', 'unpleasant']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['children', 'playing', 'near', 'the', 'tracks']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['toilets', 'smelled', 'badly', 'this', 'morning']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['public', 'wifi', 'was', 'surprisingly', 'speedy']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['windows', 'were', 'large', 'and', 'scratch', 'free']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['ticketing', 'was', 'handled', 'in', 'routine', 'manner']","[1, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1]"
"['signage', 'for', 'alternative', 'routes', 'lacking']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['no', 'overpowering', 'odors', 'just', 'normal', 'air']","[0, 0, 1, 0, 0, 0]","[-1, -1, 1, -1, -1, -1]"
"['clear', 'platform', 'edge', 'markings', 'helped']","[0, 1, 2, 2, 0]","[-1, 2, 2, 2, -1]"
"['generous', 'overhead', 'storage', 'space', 'seen']","[0, 1, 2, 2, 0]","[-1, 2, 2, 2, -1]"
"['too', 'little', 'elbow', 'room', 'sadly']","[0, 0, 1, 2, 0]","[-1, -1, 0, 0, -1]"
"['air', 'conditioning', 'worked', 'just', 'fine']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['ticket', 'machines', 'often', 'rejected', 'cards']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['alarm', 'button', 'easily', 'accessible', '.']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['communication', 'with', 'staff', 'was', 'functional']","[1, 0, 2, 0, 0]","[1, -1, 1, -1, -1]"
"['no', 'nursing', 'room', 'for', 'mothers']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['service', 'standards', 'were', 'impressively', 'high']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['carriage', 'felt', 'stuffy', 'and', 'too', 'hot']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['parents', 'should', 'watch', 'kids', 'closely']","[1, 0, 0, 0, 0]","[1, -1, -1, -1, -1]"
"['overall', 'staff', 'was', 'neutral']","[0, 1, 0, 0]","[-1, 1, -1, -1]"
"['escalators', 'were', 'noisy', 'and', 'shaky']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['terrible', 'service', 'at', 'ticket', 'booth']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['clear', 'and', 'logical', 'station', 'layout']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['toilets', 'were', 'stocked', 'and', 'usable']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['air', 'conditioning', 'was', 'barely', 'working']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['security', 'staff', 'numbers', 'seemed', 'standard']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['guards', 'patrolled', 'occasionally']","[1, 0, 0]","[1, -1, -1]"
"['general', 'upkeep', 'of', 'train', 'poor']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['station', 'bins', 'needed', 'emptying', 'more', 'often']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['ample', 'bicycle', 'parking', 'space', 'available']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['mobile', 'network', 'strength', 'was', 'variable']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['children', 'were', 'running', 'wild', 'on', 'platform']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['good', 'ventilation', 'throughout', 'the', 'journey']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['escalator', 'out', 'of', 'order', 'again']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['high', 'quality', 'seat', 'covers', 'used']","[0, 0, 1, 2, 0]","[-1, -1, 2, 2, -1]"
"['restful', 'journey', 'allowed', 'me', 'to', 'relax']","[0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1]"
"['information', 'booth', 'always', 'well', 'staffed']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['cctv', 'cameras', 'are', 'everywhere', '.']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['children', 'too', 'close', 'to', 'doors']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['swift', 'and', 'courteous', 'lost', 'property', 'service']","[0, 0, 0, 1, 2, 2]","[-1, -1, -1, 2, 2, 2]"
"['could', 'feel', 'every', 'bump', 'today']","[0, 0, 0, 1, 0]","[-1, -1, -1, 0, -1]"
"['long', 'delay', 'getting', 'a', 'response']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['issue', 'was', 'resolved', 'on', 'the', 'spot']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['enough', 'space', 'for', 'bags', 'comfortably']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['general', 'lack', 'of', 'upkeep', 'seen']","[0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1]"
"['spotless', 'restrooms', 'were', 'a', 'surprise']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['staff', 'interaction', 'was', 'acceptable']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['escalator', 'stopped', 'suddenly', ',', 'unsafe', '.']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['no', 'major', 'cleanliness', 'issues', 'found']","[0, 0, 1, 2, 0]","[-1, -1, 1, 1, -1]"
"['no', 'sheltered', 'waiting', 'spot', 'outside']","[0, 1, 2, 2, 0]","[-1, 0, 0, 0, -1]"
"['no', 'mud', 'on', 'the', 'walkways']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['staff', 'knew', 'all', 'the', 'schedules']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['seat', 'recline', 'was', 'not', 'working']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['station', 'bins', 'were', 'not', 'smelly', 'at', 'all']","[1, 2, 0, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1, -1]"
"['clearly', 'marked', 'accessible', 'evacuation', 'paths']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['station', 'platform', 'was', 'very', 'spotless']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['staff', 'were', 'very', 'helpful', 'today']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['lift', 'accessibility', 'was', 'fine']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['impressed', 'by', 'the', 'lack', 'of', 'litter']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 2]"
"['secure', 'and', 'well', 'maintained', 'escalator', 'handrails']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['toilets', 'needed', 'a', 'thorough', 'disinfection']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['terrible', 'service', 'at', 'ticket', 'booth']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['smelled', 'pleasantly', 'like', 'citrus', 'cleaner']","[0, 0, 0, 1, 2]","[-1, -1, -1, 1, 2]"
"['lighting', 'levels', 'were', 'adequate', 'everywhere']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['modern', 'and', 'well-kept', 'station', 'features']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['safety', 'checks', 'seemed', 'to', 'be', 'regular']","[1, 2, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1]"
"['air', 'in', 'station', 'was', 'fresh', 'and', 'moving']","[1, 2, 2, 0, 0, 0, 0]","[2, 2, 2, -1, -1, -1, -1]"
"['visible', 'lack', 'of', 'regular', 'mopping']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['the', 'carriage', 'felt', 'too', 'warm', 'and', 'close']","[0, 1, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1]"
"['a', 'bit', 'of', 'litter', 'was', 'noticed']","[0, 0, 0, 1, 0, 0]","[-1, -1, -1, 0, -1, -1]"
"['standard', 'level', 'of', 'carriage', 'cleanliness']","[1, 2, 0, 1, 2]","[1, 1, -1, 1, 1]"
"['map', 'was', 'not', 'very', 'clear']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['platform', 'screen', 'doors', 'are', 'great']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['emergency', 'lighting', 'was', 'too', 'dim', 'overall']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['information', 'booth', 'always', 'well', 'staffed']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['fire', 'extinguishers', 'readily', 'available', '.']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['windows', 'had', 'a', 'few', 'water', 'spots']","[1, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1]"
"['no', 'smudges', 'on', 'any', 'display', 'screens']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['emergency', 'protocols', 'were', 'well', 'explained']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['visible', 'cleaning', 'schedule', 'was', 'followed']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['carriage', 'felt', 'fresh', 'and', 'aired']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['hand', 'sanitizer', 'was', 'always', 'refilled']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['stable', 'ride', 'with', 'minimal', 'jolts']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['well-placed', 'mirrors', 'for', 'safety', 'visibility']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['very', 'poor', 'hygiene', 'in', 'toilets']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['very', 'quiet', 'cabin', 'even', 'when', 'full']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['station', 'decor', 'felt', 'old', 'fashioned']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['no', 'information', 'given', 'about', 'cancellations']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['lift', 'accessibility', 'was', 'fine']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['vending', 'machines', 'had', 'poor', 'selection']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['safety', 'measures', 'looked', 'standard']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['info', 'desk', 'staffer', 'was', 'knowledgeable']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['station', 'maps', 'were', 'not', 'helpful']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['enough', 'space', 'for', 'small', 'carry', 'on', 'bags']","[1, 2, 0, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1, -1]"
"['waiting', 'seats', 'were', 'dirty', 'and', 'torn']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['found', 'discarded', 'ticket', 'on', 'floor']","[0, 0, 0, 0, 0]","[-1, -1, -1, -1, 0]"
"['no', 'available', 'staff', 'for', 'emergencies']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['rude', 'counter', 'staff', 'this', 'morning']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['emergency', 'stop', 'buttons', 'were', 'obvious']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['overall', 'service', 'quality', 'is', 'commendable']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['exceptional', 'care', 'taken', 'by', 'staff']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['digital', 'clocks', 'showed', 'accurate', 'time']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['overall', 'a', 'very', 'unsteady', 'commute']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['guards', 'seemed', 'alert', 'and', 'focused']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['automated', 'system', 'was', 'very', 'frustrating']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['air', 'conditioning', 'was', 'running', 'normally']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
